opportunity_id,account_id,product_id,sales_agent,deal_stage,engage_date,close_date,deal_value
D3945,A1065,P203,Agent_22,Proposal,2023-12-14,2023-12-04,14642
D3946,A1076,P206,Agent_2,Qualification,2023-08-12,2023-06-11,70143
D3947,A1044,P203,Agent_34,Closed Won,2023-12-01,2023-01-31,55483
D3948,A1078,P201,Agent_12,Proposal,2023-08-23,2024-02-03,70293
D3949,A1019,P203,Agent_33,Qualification,2023-05-05,2023-02-08,54508
D3950,A1063,P200,Agent_23,Prospecting,2023-01-05,2023-11-28,5579
D3951,A1066,P205,Agent_0,Negotiation,2023-08-12,2023-02-21,17587
D3952,A1082,P205,Agent_11,Qualification,2023-06-01,2023-04-11,71181
D3953,A1002,P202,Agent_7,Closed Lost,2023-09-30,2023-12-06,53470
D3954,A1053,P203,Agent_18,Proposal,2023-01-03,2024-01-04,20928
D3955,A1077,P205,Agent_8,Qualification,2023-05-14,2023-10-07,48591
D3956,A1063,P203,Agent_27,Negotiation,2023-03-14,2023-07-14,36901
D3957,A1039,P202,Agent_13,Qualification,2023-04-03,2023-03-16,13499
D3958,A1058,P205,Agent_26,Closed Won,2023-07-22,2023-10-08,5233
D3959,A1054,P200,Agent_17,Qualification,2023-06-10,2023-02-11,22418
D3960,A1061,P201,Agent_5,Closed Lost,2023-11-01,2023-02-27,64566
D3961,A1003,P206,Agent_32,Negotiation,2023-05-31,2023-03-10,20246
D3962,A1059,P206,Agent_24,Closed Won,2023-10-19,2023-06-06,43785
D3963,A1074,P206,Agent_12,Prospecting,2023-07-16,2023-02-20,39503
D3964,A1029,P203,Agent_22,Qualification,2023-11-09,2023-03-26,9277
D3965,A1001,P205,Agent_32,Negotiation,2023-06-15,2024-01-08,71477
D3966,A1061,P205,Agent_20,Negotiation,2023-05-17,2024-01-08,5349
D3967,A1048,P202,Agent_33,Qualification,2023-02-11,2024-02-05,71941
D3968,A1008,P200,Agent_16,Qualification,2023-01-14,2023-10-22,18508
D3969,A1030,P204,Agent_9,Qualification,2023-10-14,2023-10-22,72081
D3970,A1060,P205,Agent_22,Negotiation,2023-07-17,2023-07-15,64095
D3971,A1078,P201,Agent_1,Qualification,2023-10-29,2023-09-05,33957
D3972,A1047,P202,Agent_34,Qualification,2023-03-02,2024-01-28,12896
D3973,A1024,P205,Agent_13,Qualification,2023-05-21,2024-02-03,9288
D3974,A1035,P205,Agent_1,Proposal,2023-12-31,2023-03-02,30744
D3975,A1007,P202,Agent_18,Qualification,2023-12-21,2023-04-30,26150
D3976,A1072,P202,Agent_15,Closed Lost,2023-12-21,2023-05-13,26091
D3977,A1057,P203,Agent_24,Prospecting,2023-02-24,2023-06-20,5900
D3978,A1044,P205,Agent_0,Closed Lost,2023-02-15,2023-04-10,51702
D3979,A1061,P204,Agent_1,Proposal,2023-04-11,2023-11-22,24725
D3980,A1038,P201,Agent_26,Qualification,2023-03-19,2023-04-03,33722
D3981,A1057,P200,Agent_1,Qualification,2023-12-29,2023-04-10,29078
D3982,A1080,P200,Agent_29,Negotiation,2023-05-28,2023-11-04,23059
D3983,A1082,P204,Agent_9,Negotiation,2023-12-17,2023-11-29,23161
D3984,A1063,P202,Agent_18,Proposal,2023-10-06,2023-04-27,15687
D3985,A1043,P202,Agent_15,Prospecting,2023-01-15,2023-02-11,13694
D3986,A1028,P202,Agent_12,Closed Lost,2023-04-17,2024-01-02,44518
D3987,A1058,P205,Agent_7,Closed Lost,2023-06-03,2023-02-07,35641
D3988,A1070,P202,Agent_30,Proposal,2023-04-25,2024-02-07,63843
D3989,A1008,P202,Agent_24,Negotiation,2023-02-05,2023-07-07,45728
D3990,A1005,P205,Agent_20,Proposal,2023-09-18,2023-09-07,55087
D3991,A1028,P205,Agent_28,Qualification,2023-01-31,2024-01-12,48551
D3992,A1057,P204,Agent_5,Prospecting,2023-09-18,2023-01-31,60433
D3993,A1016,P203,Agent_17,Proposal,2023-04-13,2024-01-06,61561
D3994,A1015,P205,Agent_34,Closed Won,2023-04-12,2023-07-16,10364
D3995,A1002,P201,Agent_26,Prospecting,2023-05-15,2023-04-01,8974
D3996,A1020,P202,Agent_4,Proposal,2023-10-24,2023-06-27,29053
D3997,A1063,P203,Agent_6,Closed Won,2023-10-18,2024-01-31,45072
D3998,A1035,P200,Agent_9,Qualification,2023-04-03,2024-02-21,6210
D3999,A1061,P204,Agent_9,Qualification,2023-09-04,2024-02-07,46589
D4000,A1041,P203,Agent_27,Closed Won,2023-07-30,2023-03-11,43966
D4001,A1075,P205,Agent_9,Qualification,2023-03-15,2024-01-29,31070
D4002,A1041,P202,Agent_34,Qualification,2023-10-16,2023-09-20,71643
D4003,A1060,P202,Agent_34,Qualification,2023-05-27,2023-05-17,16246
D4004,A1012,P202,Agent_19,Qualification,2023-03-30,2023-11-26,24199
D4005,A1010,P203,Agent_12,Closed Won,2023-01-31,2023-08-21,44829
D4006,A1053,P202,Agent_10,Negotiation,2023-11-24,2023-10-06,66125
D4007,A1015,P205,Agent_18,Proposal,2023-11-26,2023-06-06,5169
D4008,A1007,P203,Agent_27,Proposal,2023-01-23,2023-09-02,17949
D4009,A1058,P202,Agent_3,Closed Lost,2023-04-21,2024-01-25,52313
D4010,A1056,P200,Agent_18,Prospecting,2023-06-17,2023-05-07,65131
D4011,A1039,P200,Agent_13,Qualification,2023-11-20,2023-07-09,46764
D4012,A1058,P201,Agent_30,Closed Lost,2023-02-17,2023-12-23,35899
D4013,A1001,P202,Agent_27,Closed Lost,2023-12-11,2023-02-13,52740
D4014,A1075,P202,Agent_18,Prospecting,2023-09-22,2023-06-19,70490
D4015,A1009,P203,Agent_0,Prospecting,2023-02-14,2023-07-01,28281
D4016,A1043,P203,Agent_22,Proposal,2023-07-16,2023-08-08,73570
D4017,A1010,P206,Agent_27,Prospecting,2023-05-26,2023-12-09,18328
D4018,A1078,P202,Agent_3,Negotiation,2023-05-13,2023-10-18,49047
D4019,A1079,P201,Agent_17,Prospecting,2023-12-28,2023-04-07,24796
D4020,A1080,P202,Agent_24,Prospecting,2023-11-16,2023-08-11,60251
D4021,A1001,P205,Agent_17,Proposal,2023-12-17,2023-05-20,5791
D4022,A1049,P203,Agent_5,Closed Lost,2023-06-16,2023-11-09,17333
D4023,A1011,P202,Agent_18,Proposal,2023-08-26,2023-10-18,41609
D4024,A1022,P203,Agent_11,Qualification,2023-10-14,2023-07-03,65558
D4025,A1017,P202,Agent_24,Closed Lost,2023-07-10,2023-11-15,73892
D4026,A1061,P204,Agent_34,Proposal,2023-12-01,2023-03-03,45290
D4027,A1061,P203,Agent_0,Qualification,2023-08-01,2023-05-08,9925
D4028,A1037,P201,Agent_4,Qualification,2023-06-13,2023-08-04,15764
D4029,A1066,P204,Agent_0,Qualification,2023-03-13,2023-02-18,59226
D4030,A1037,P205,Agent_7,Proposal,2023-07-13,2023-08-30,44468
D4031,A1066,P202,Agent_17,Proposal,2023-09-13,2023-12-17,7094
D4032,A1060,P206,Agent_8,Qualification,2023-08-16,2024-01-05,50583
D4033,A1000,P205,Agent_4,Prospecting,2023-12-18,2023-06-01,54021
D4034,A1044,P203,Agent_3,Qualification,2023-06-20,2023-11-25,20362
D4035,A1027,P204,Agent_28,Proposal,2023-02-26,2023-02-09,46575
D4036,A1020,P205,Agent_0,Prospecting,2023-12-07,2023-03-04,51021
D4037,A1012,P201,Agent_29,Prospecting,2023-01-02,2023-10-28,17185
D4038,A1026,P206,Agent_0,Closed Lost,2023-04-11,2023-04-14,44771
D4039,A1006,P203,Agent_2,Proposal,2023-08-23,2023-09-04,40069
D4040,A1021,P204,Agent_21,Prospecting,2023-07-01,2023-09-21,48190
D4041,A1073,P205,Agent_7,Negotiation,2023-01-03,2023-05-12,14764
D4042,A1052,P204,Agent_17,Prospecting,2023-07-16,2023-06-27,32113
D4043,A1078,P204,Agent_24,Negotiation,2023-08-10,2023-06-11,21888
D4044,A1078,P205,Agent_19,Negotiation,2023-09-10,2023-12-14,19748
D4045,A1003,P200,Agent_30,Negotiation,2023-04-23,2023-04-13,56013
D4046,A1022,P202,Agent_29,Negotiation,2023-09-13,2024-02-22,35203
D4047,A1069,P203,Agent_15,Prospecting,2023-04-20,2023-03-03,25715
D4048,A1083,P203,Agent_1,Negotiation,2023-12-26,2023-03-25,47579
D4049,A1083,P206,Agent_16,Prospecting,2023-04-10,2023-10-15,7906
D4050,A1075,P206,Agent_9,Qualification,2023-10-24,2023-05-16,16808
D4051,A1032,P206,Agent_6,Closed Lost,2023-04-23,2023-09-08,26112
D4052,A1027,P203,Agent_8,Proposal,2023-05-16,2024-02-19,69945
D4053,A1007,P204,Agent_16,Closed Lost,2023-06-09,2023-03-02,72105
D4054,A1000,P206,Agent_8,Prospecting,2023-06-05,2023-06-04,70675
D4055,A1036,P205,Agent_8,Proposal,2023-07-12,2023-02-10,31419
D4056,A1062,P202,Agent_23,Prospecting,2023-03-30,2023-04-01,16156
D4057,A1021,P201,Agent_10,Negotiation,2023-08-14,2023-09-29,10062
D4058,A1069,P203,Agent_7,Prospecting,2023-07-22,2023-09-02,58817
D4059,A1020,P205,Agent_24,Prospecting,2023-07-30,2023-11-08,32745
D4060,A1034,P202,Agent_1,Qualification,2023-01-19,2023-06-26,39940
D4061,A1078,P202,Agent_9,Negotiation,2023-06-05,2023-10-27,27463
D4062,A1004,P200,Agent_23,Prospecting,2023-07-04,2024-02-09,41188
D4063,A1059,P205,Agent_15,Closed Won,2023-08-15,2023-05-03,39017
D4064,A1045,P203,Agent_18,Prospecting,2023-05-26,2023-12-29,35244
D4065,A1049,P206,Agent_30,Prospecting,2023-07-23,2023-08-24,7697
D4066,A1047,P204,Agent_10,Qualification,2023-09-11,2023-05-02,19903
D4067,A1005,P206,Agent_5,Closed Lost,2023-05-27,2023-10-09,59086
D4068,A1055,P202,Agent_5,Prospecting,2023-08-14,2023-07-10,41652
D4069,A1058,P202,Agent_31,Prospecting,2023-07-24,2024-01-28,12254
D4070,A1028,P201,Agent_12,Closed Won,2023-07-27,2023-09-04,74827
D4071,A1070,P206,Agent_2,Qualification,2023-01-18,2023-03-30,66631
D4072,A1076,P200,Agent_34,Negotiation,2023-03-11,2023-07-26,50577
D4073,A1017,P202,Agent_16,Qualification,2023-08-05,2023-12-20,64019
D4074,A1001,P202,Agent_2,Proposal,2023-08-13,2023-03-26,25467
D4075,A1007,P204,Agent_33,Qualification,2023-03-03,2023-09-28,70233
D4076,A1074,P204,Agent_11,Proposal,2023-10-25,2023-05-20,5372
D4077,A1053,P201,Agent_23,Closed Won,2023-04-08,2023-12-18,68615
D4078,A1037,P205,Agent_5,Closed Won,2023-07-05,2023-05-31,34445
D4079,A1047,P201,Agent_10,Proposal,2023-01-30,2023-03-09,64147
D4080,A1026,P201,Agent_26,Closed Lost,2023-03-10,2023-03-28,68769
D4081,A1019,P204,Agent_23,Qualification,2023-02-26,2024-02-11,29131
D4082,A1011,P206,Agent_17,Qualification,2023-04-08,2023-10-20,27734
D4083,A1042,P206,Agent_26,Negotiation,2023-04-20,2023-07-24,39100
D4084,A1060,P206,Agent_20,Negotiation,2023-12-26,2023-12-15,19738
D4085,A1030,P205,Agent_33,Prospecting,2023-10-13,2023-08-29,53799
D4086,A1060,P204,Agent_32,Negotiation,2023-04-09,2023-11-26,52429
D4087,A1073,P200,Agent_17,Qualification,2023-08-17,2023-03-26,5755
D4088,A1066,P203,Agent_2,Negotiation,2023-12-16,2023-11-18,67716
D4089,A1034,P203,Agent_23,Closed Won,2023-05-16,2023-10-18,74061
D4090,A1014,P200,Agent_0,Proposal,2023-10-23,2024-01-02,34884
D4091,A1015,P206,Agent_5,Prospecting,2023-05-27,2023-05-08,6796
D4092,A1012,P203,Agent_18,Negotiation,2023-02-25,2024-01-20,18754
D4093,A1034,P205,Agent_21,Negotiation,2023-03-03,2023-06-02,17161
D4094,A1074,P204,Agent_7,Qualification,2023-04-27,2023-03-24,72713
D4095,A1058,P203,Agent_4,Proposal,2023-01-01,2023-05-31,72586
D4096,A1020,P205,Agent_8,Closed Lost,2023-03-05,2023-06-21,56141
D4097,A1053,P204,Agent_20,Qualification,2023-06-22,2024-02-20,43577
D4098,A1074,P205,Agent_27,Qualification,2023-11-30,2024-02-09,59765
D4099,A1029,P200,Agent_3,Qualification,2023-06-18,2023-12-16,29841
D4100,A1047,P201,Agent_23,Proposal,2023-10-11,2023-12-30,30498
D4101,A1034,P200,Agent_7,Closed Lost,2023-07-06,2023-08-31,72229
D4102,A1037,P203,Agent_16,Negotiation,2023-08-22,2023-06-08,68914
D4103,A1030,P204,Agent_33,Qualification,2023-08-02,2023-02-09,56203
D4104,A1077,P205,Agent_19,Negotiation,2023-03-11,2023-10-27,19838
D4105,A1023,P203,Agent_15,Negotiation,2023-03-28,2023-03-09,66671
D4106,A1048,P203,Agent_9,Proposal,2023-11-02,2023-04-22,74703
D4107,A1031,P201,Agent_33,Prospecting,2023-09-08,2023-07-02,27615
D4108,A1054,P206,Agent_9,Negotiation,2023-03-16,2023-07-25,58775
D4109,A1078,P203,Agent_29,Proposal,2023-08-25,2023-07-28,46845
D4110,A1057,P201,Agent_29,Prospecting,2023-07-17,2023-06-01,43907
D4111,A1002,P204,Agent_24,Proposal,2023-02-25,2023-05-31,36158
D4112,A1079,P204,Agent_6,Closed Lost,2023-04-30,2023-02-18,70043
D4113,A1068,P205,Agent_19,Qualification,2023-05-31,2023-02-05,58176
D4114,A1084,P206,Agent_16,Closed Lost,2023-12-06,2023-05-03,60421
D4115,A1009,P201,Agent_2,Prospecting,2023-10-25,2023-09-01,38330
D4116,A1082,P200,Agent_25,Negotiation,2023-03-15,2023-09-13,53145
D4117,A1024,P204,Agent_9,Prospecting,2023-07-13,2023-12-26,60244
D4118,A1067,P206,Agent_33,Qualification,2023-08-11,2023-10-22,45564
D4119,A1060,P205,Agent_13,Proposal,2023-10-19,2023-02-18,54496
D4120,A1028,P200,Agent_7,Proposal,2023-06-03,2023-12-16,67469
D4121,A1018,P204,Agent_26,Closed Won,2023-02-12,2023-09-20,7716
D4122,A1042,P204,Agent_9,Negotiation,2023-01-18,2023-05-01,37361
D4123,A1065,P205,Agent_14,Proposal,2023-10-14,2023-04-02,32254
D4124,A1073,P205,Agent_21,Closed Lost,2023-11-03,2023-06-02,47632
D4125,A1060,P202,Agent_30,Proposal,2023-10-04,2023-09-19,68141
D4126,A1042,P203,Agent_1,Qualification,2023-07-01,2024-01-08,26277
D4127,A1024,P203,Agent_30,Prospecting,2023-08-06,2023-02-17,22503
D4128,A1019,P200,Agent_13,Qualification,2023-12-23,2024-02-06,37235
D4129,A1047,P203,Agent_9,Negotiation,2023-11-11,2024-02-21,26687
D4130,A1082,P200,Agent_29,Prospecting,2023-06-11,2023-10-02,53409
D4131,A1023,P206,Agent_14,Prospecting,2023-10-18,2023-02-23,45098
D4132,A1010,P204,Agent_13,Prospecting,2023-08-07,2023-02-10,38550
D4133,A1054,P202,Agent_30,Proposal,2023-06-23,2023-06-23,37864
D4134,A1027,P202,Agent_28,Qualification,2023-01-04,2023-08-08,13778
D4135,A1068,P204,Agent_26,Prospecting,2023-04-01,2023-07-25,34783
D4136,A1062,P205,Agent_20,Proposal,2023-11-15,2023-05-15,60813
D4137,A1058,P201,Agent_8,Closed Won,2023-03-03,2023-05-11,50596
D4138,A1004,P201,Agent_19,Qualification,2023-06-15,2023-11-16,26295
D4139,A1050,P203,Agent_34,Proposal,2023-08-21,2023-05-27,23622
D4140,A1020,P205,Agent_14,Prospecting,2023-01-27,2023-06-17,54081
D4141,A1011,P200,Agent_23,Closed Lost,2023-06-19,2023-08-23,30492
D4142,A1049,P206,Agent_15,Qualification,2023-05-30,2023-07-09,24733
D4143,A1003,P202,Agent_10,Closed Lost,2023-03-22,2023-10-22,17372
D4144,A1041,P203,Agent_7,Closed Lost,2023-06-09,2023-05-13,40256
D4145,A1083,P204,Agent_2,Closed Won,2023-06-10,2023-03-24,57945
D4146,A1037,P205,Agent_18,Prospecting,2023-11-27,2023-03-28,69683
D4147,A1024,P202,Agent_2,Proposal,2023-11-27,2023-05-17,23225
D4148,A1013,P200,Agent_24,Prospecting,2023-05-21,2023-05-03,63546
D4149,A1074,P200,Agent_10,Closed Won,2023-12-14,2023-06-12,13064
D4150,A1031,P201,Agent_15,Closed Won,2023-07-13,2023-01-31,18986
D4151,A1010,P203,Agent_16,Closed Lost,2023-07-08,2023-04-28,46689
D4152,A1060,P204,Agent_23,Negotiation,2023-12-19,2023-04-18,70852
D4153,A1017,P202,Agent_16,Proposal,2023-12-12,2023-09-18,61605
D4154,A1026,P206,Agent_19,Proposal,2023-02-05,2023-08-01,37843
D4155,A1054,P200,Agent_21,Qualification,2023-02-17,2023-04-17,49006
D4156,A1053,P202,Agent_5,Proposal,2023-07-01,2023-01-31,37195
D4157,A1081,P204,Agent_6,Negotiation,2023-12-11,2023-03-21,5203
D4158,A1074,P202,Agent_13,Closed Lost,2023-04-25,2023-03-04,45663
D4159,A1020,P203,Agent_10,Proposal,2023-06-04,2023-05-23,51814
D4160,A1043,P201,Agent_11,Closed Won,2023-09-05,2023-08-21,50248
D4161,A1004,P202,Agent_4,Closed Won,2023-12-29,2023-07-17,12460
D4162,A1040,P205,Agent_4,Proposal,2023-06-14,2023-11-05,62230
D4163,A1058,P201,Agent_19,Qualification,2023-06-06,2023-03-03,61076
D4164,A1053,P204,Agent_14,Negotiation,2023-01-21,2023-09-11,59710
D4165,A1073,P201,Agent_25,Proposal,2023-08-11,2023-06-26,68788
D4166,A1021,P202,Agent_32,Prospecting,2023-09-22,2023-08-08,9355
D4167,A1082,P202,Agent_29,Qualification,2023-07-07,2023-04-27,36935
D4168,A1064,P205,Agent_23,Closed Lost,2023-08-05,2023-06-09,7663
D4169,A1063,P200,Agent_22,Prospecting,2023-06-03,2023-07-24,46391
D4170,A1070,P205,Agent_8,Negotiation,2023-11-23,2024-02-16,24546
D4171,A1003,P202,Agent_2,Closed Won,2023-04-12,2023-09-04,5038
D4172,A1064,P206,Agent_6,Negotiation,2023-07-12,2023-03-20,52812
D4173,A1014,P201,Agent_21,Proposal,2023-05-11,2024-01-17,64862
D4174,A1075,P205,Agent_13,Negotiation,2023-10-26,2024-01-21,15318
D4175,A1021,P205,Agent_28,Proposal,2023-06-28,2023-10-28,13920
D4176,A1046,P206,Agent_15,Prospecting,2023-10-23,2023-11-21,66243
D4177,A1080,P206,Agent_33,Closed Lost,2023-06-01,2023-05-29,58931
D4178,A1045,P206,Agent_9,Proposal,2023-03-27,2024-01-27,28783
D4179,A1013,P200,Agent_6,Negotiation,2023-02-14,2023-11-24,41902
D4180,A1049,P202,Agent_24,Proposal,2023-12-27,2023-03-10,41539
D4181,A1019,P202,Agent_26,Prospecting,2023-07-26,2023-03-19,53949
D4182,A1049,P204,Agent_14,Closed Lost,2023-11-23,2023-08-06,73793
D4183,A1032,P200,Agent_31,Closed Won,2023-11-16,2023-08-10,51543
D4184,A1058,P204,Agent_27,Prospecting,2023-06-28,2023-04-13,16398
D4185,A1042,P204,Agent_8,Closed Lost,2023-05-10,2023-10-24,19772
D4186,A1078,P204,Agent_6,Negotiation,2023-09-13,2023-03-15,69114
D4187,A1011,P203,Agent_15,Proposal,2023-12-08,2023-07-09,34011
D4188,A1039,P204,Agent_25,Negotiation,2023-05-03,2024-01-06,55396
D4189,A1019,P205,Agent_34,Prospecting,2023-01-17,2023-04-14,71193
D4190,A1037,P201,Agent_16,Proposal,2023-12-29,2023-03-11,25840
D4191,A1002,P205,Agent_22,Prospecting,2023-06-04,2024-01-11,60220
D4192,A1027,P205,Agent_7,Proposal,2023-06-10,2023-12-19,32619
D4193,A1055,P202,Agent_1,Proposal,2023-05-28,2023-11-18,69258
D4194,A1012,P203,Agent_30,Closed Won,2023-05-19,2023-05-09,68900
D4195,A1076,P204,Agent_31,Negotiation,2023-06-28,2023-12-11,50384
D4196,A1065,P202,Agent_28,Qualification,2023-04-24,2024-01-27,34917
D4197,A1036,P200,Agent_2,Closed Won,2023-02-19,2023-07-19,61425
D4198,A1048,P200,Agent_7,Proposal,2023-02-22,2023-09-25,49586
D4199,A1065,P202,Agent_1,Negotiation,2023-06-27,2023-11-28,66321
D4200,A1035,P201,Agent_30,Prospecting,2023-12-09,2024-01-03,69396
D4201,A1053,P202,Agent_19,Closed Won,2023-06-06,2024-01-17,72512
D4202,A1025,P202,Agent_28,Closed Lost,2023-01-07,2023-05-06,62089
D4203,A1074,P203,Agent_16,Closed Won,2023-11-12,2023-04-17,67272
D4204,A1071,P200,Agent_9,Closed Lost,2023-03-21,2024-02-02,52055
D4205,A1039,P200,Agent_21,Qualification,2023-10-31,2023-02-17,5937
D4206,A1042,P204,Agent_5,Closed Won,2023-08-10,2023-07-13,22673
D4207,A1021,P205,Agent_33,Proposal,2023-10-20,2023-02-03,53582
D4208,A1019,P202,Agent_30,Prospecting,2023-01-31,2023-07-16,34500
D4209,A1007,P202,Agent_11,Negotiation,2023-12-19,2023-04-30,62856
D4210,A1028,P201,Agent_11,Negotiation,2023-01-23,2023-05-13,17953
D4211,A1039,P206,Agent_15,Qualification,2023-07-25,2024-01-25,72052
D4212,A1029,P206,Agent_24,Prospecting,2023-10-11,2023-05-07,51340
D4213,A1080,P200,Agent_21,Qualification,2023-04-02,2023-08-23,48042
D4214,A1083,P201,Agent_26,Qualification,2023-05-28,2023-04-25,31507
D4215,A1054,P203,Agent_23,Prospecting,2023-09-04,2023-03-28,7353
D4216,A1015,P204,Agent_11,Qualification,2023-11-17,2023-06-25,16999
D4217,A1045,P201,Agent_17,Qualification,2023-08-16,2023-03-15,68134
D4218,A1061,P200,Agent_15,Closed Lost,2023-03-18,2023-05-20,5580
D4219,A1006,P203,Agent_3,Closed Won,2023-12-22,2023-04-24,50248
D4220,A1079,P202,Agent_11,Qualification,2023-10-05,2024-02-12,67249
D4221,A1044,P203,Agent_32,Closed Lost,2023-07-02,2024-01-10,70834
D4222,A1058,P205,Agent_21,Negotiation,2023-01-01,2023-10-04,41884
D4223,A1055,P201,Agent_17,Proposal,2023-06-12,2023-03-13,21428
D4224,A1047,P200,Agent_32,Proposal,2023-04-06,2023-06-10,12647
D4225,A1026,P201,Agent_26,Proposal,2023-06-16,2023-05-05,73079
D4226,A1052,P202,Agent_18,Qualification,2023-08-01,2023-03-19,68153
D4227,A1072,P206,Agent_13,Qualification,2023-04-12,2023-02-13,58546
D4228,A1034,P202,Agent_24,Proposal,2023-02-01,2023-11-30,57704
D4229,A1050,P200,Agent_33,Proposal,2023-03-07,2023-05-23,35033
D4230,A1083,P205,Agent_23,Closed Won,2023-04-28,2023-07-26,72737
D4231,A1036,P204,Agent_22,Qualification,2023-11-08,2023-11-07,36000
D4232,A1080,P203,Agent_4,Negotiation,2023-07-30,2023-12-30,17629
D4233,A1056,P203,Agent_23,Proposal,2023-08-17,2023-06-07,66525
D4234,A1007,P202,Agent_4,Closed Lost,2023-12-26,2023-12-12,41426
D4235,A1078,P201,Agent_5,Qualification,2023-06-03,2023-10-29,11922
D4236,A1019,P206,Agent_3,Closed Lost,2023-04-23,2024-01-24,74822
D4237,A1052,P201,Agent_9,Closed Won,2023-05-06,2024-01-09,74472
D4238,A1011,P205,Agent_0,Negotiation,2023-10-28,2023-11-21,66049
D4239,A1048,P204,Agent_20,Negotiation,2023-03-24,2023-04-27,12721
D4240,A1016,P201,Agent_2,Prospecting,2023-06-22,2023-02-03,45957
D4241,A1063,P203,Agent_30,Closed Lost,2023-11-01,2023-03-20,58159
D4242,A1041,P206,Agent_26,Prospecting,2023-05-30,2023-12-10,72714
D4243,A1028,P201,Agent_16,Proposal,2023-05-07,2023-09-13,14747
D4244,A1018,P206,Agent_22,Qualification,2023-03-06,2023-02-22,26318
D4245,A1010,P204,Agent_12,Proposal,2023-09-27,2023-04-13,31619
D4246,A1049,P203,Agent_26,Negotiation,2023-06-27,2023-09-18,52746
D4247,A1070,P206,Agent_19,Closed Lost,2023-01-16,2023-02-11,12338
D4248,A1057,P201,Agent_12,Proposal,2023-02-17,2023-09-26,71704
D4249,A1033,P203,Agent_23,Closed Lost,2023-12-14,2023-11-05,61500
D4250,A1019,P202,Agent_2,Proposal,2023-03-28,2023-11-12,71483
D4251,A1049,P202,Agent_9,Prospecting,2023-02-10,2023-06-29,16323
D4252,A1009,P205,Agent_0,Qualification,2023-11-02,2023-04-22,73163
D4253,A1031,P202,Agent_12,Negotiation,2023-11-03,2024-02-03,23919
D4254,A1051,P201,Agent_13,Prospecting,2023-09-07,2023-11-23,23656
D4255,A1014,P204,Agent_32,Proposal,2023-01-06,2023-06-02,58956
D4256,A1083,P203,Agent_1,Prospecting,2023-03-12,2024-01-14,21544
D4257,A1002,P206,Agent_1,Proposal,2023-08-30,2023-06-22,55936
D4258,A1036,P200,Agent_30,Negotiation,2023-04-16,2023-10-08,64288
D4259,A1039,P202,Agent_3,Proposal,2023-03-06,2023-06-11,24566
D4260,A1071,P202,Agent_33,Prospecting,2023-01-09,2023-03-24,19880
D4261,A1039,P200,Agent_18,Qualification,2023-11-21,2023-10-10,57776
D4262,A1055,P206,Agent_8,Qualification,2023-03-14,2023-03-26,16936
D4263,A1022,P206,Agent_23,Prospecting,2023-01-16,2023-11-18,17198
D4264,A1010,P200,Agent_12,Proposal,2023-10-24,2023-12-15,13376
D4265,A1063,P206,Agent_29,Negotiation,2023-05-01,2024-02-01,72432
D4266,A1007,P201,Agent_18,Prospecting,2023-09-08,2023-02-13,40172
D4267,A1055,P206,Agent_9,Proposal,2023-06-02,2023-10-17,22116
D4268,A1059,P203,Agent_13,Proposal,2023-02-16,2023-09-10,68295
D4269,A1009,P206,Agent_19,Qualification,2023-10-20,2023-11-17,14813
D4270,A1038,P202,Agent_3,Proposal,2023-05-12,2023-02-11,56313
D4271,A1027,P204,Agent_4,Qualification,2023-08-22,2024-01-08,25232
D4272,A1048,P201,Agent_31,Proposal,2023-09-23,2023-08-12,38609
D4273,A1035,P201,Agent_5,Closed Won,2023-01-07,2023-10-29,62499
D4274,A1012,P206,Agent_13,Prospecting,2023-04-19,2023-07-02,44021
D4275,A1035,P204,Agent_5,Negotiation,2023-11-28,2023-06-09,50108
D4276,A1025,P204,Agent_13,Proposal,2023-08-07,2023-09-14,9821
D4277,A1003,P205,Agent_11,Qualification,2023-09-23,2024-01-09,22797
D4278,A1081,P204,Agent_26,Negotiation,2023-07-24,2023-03-09,70580
D4279,A1063,P206,Agent_25,Proposal,2023-03-18,2023-04-09,23070
D4280,A1037,P206,Agent_11,Proposal,2023-01-20,2023-06-07,10236
D4281,A1021,P200,Agent_7,Negotiation,2023-01-14,2023-10-08,31745
D4282,A1001,P202,Agent_9,Closed Won,2023-05-07,2024-01-20,11625
D4283,A1030,P205,Agent_15,Closed Lost,2023-05-23,2023-03-28,24109
D4284,A1010,P206,Agent_25,Negotiation,2023-07-08,2023-07-06,30999
D4285,A1045,P200,Agent_7,Closed Won,2023-08-19,2023-01-31,45777
D4286,A1061,P205,Agent_28,Prospecting,2023-01-18,2023-02-16,9014
D4287,A1068,P202,Agent_19,Proposal,2023-06-17,2023-05-14,43548
D4288,A1063,P205,Agent_16,Qualification,2023-12-20,2023-07-07,46033
D4289,A1009,P200,Agent_18,Prospecting,2023-10-26,2023-02-15,57170
D4290,A1039,P203,Agent_16,Proposal,2023-02-04,2023-06-08,44060
D4291,A1023,P206,Agent_0,Negotiation,2023-03-30,2024-01-11,72096
D4292,A1043,P202,Agent_28,Proposal,2023-06-04,2023-08-21,63235
D4293,A1059,P201,Agent_13,Negotiation,2023-04-19,2023-04-13,30822
D4294,A1061,P202,Agent_16,Proposal,2023-07-09,2023-06-28,39985
D4295,A1016,P202,Agent_12,Proposal,2023-11-26,2024-01-26,30276
